"fileid","year","month","day","circuit","state","district","reversed_dum","ethnicity","income","counsel_type","weight"
"",1932,1,5,10,6,7,1,"Hispanic","Wealthy","Private",0.641996807429981
"",1931,5,28,1,52,7,1,"Hispanic","Poor","Private",0.4032
"",1931,5,4,3,38,7,0,"Asian","Wealthy","Private",2.33431578947368
"",1931,4,1,5,18,2,0,"Asian","Poor","Private",0.882
"",1931,2,18,5,24,6,1,"Asian","Wealthy","Private",0.882
"",1931,3,26,5,43,6,1,"Hispanic","Wealthy","Private",0.882
"",1931,11,10,6,35,5,1,"Hispanic","Wealthy","Private",1.14947368421053
"",1931,2,9,7,14,6,1,"Asian","Wealthy","Private",0.921789473684211
"",1931,9,8,8,41,7,1,"Hispanic","Wealthy","Private",1.03073684210526
"",1931,11,9,9,5,6,0,"Hispanic","Wealthy","Private",1.06484210526316
"",1931,3,27,10,36,6,0,"Native American","Poor","Private",0.663157894736842
"",1931,8,6,10,16,7,1,"Black","Wealthy","Private",0.663157894736842
"",1931,12,24,10,44,7,1,"Hispanic","Wealthy","Private",0.663157894736842
"",1930,1,6,2,32,5,1,"Hispanic","Wealthy","Private",2.14006366530241
"",1930,7,21,3,38,1,1,"Hispanic","Wealthy","Private",0.78331059572533
"",1930,2,10,5,1,4,0,"Asian","Wealthy","Private",0.8793769895407
"",1930,3,3,7,13,1,1,"Hispanic","Wealthy","Private",0.5025011368804
"",1930,1,6,10,36,7,1,"Black","Middle","Private",0.876913748673639
"",1929,11,26,5,43,6,0,"Hispanic","Wealthy","Private",2.00890518596124
"",1929,4,12,6,35,6,1,"Asian","Wealthy","Private",1.42168674698795
"",1929,6,20,7,14,6,1,"Hispanic","Wealthy","Private",0.281590128630464
"",1929,12,7,7,14,5,0,"Asian","Wealthy","Private",0.281590128630464
"",1929,12,17,9,5,6,1,"Hispanic","Wealthy","Private",1.42683778592631
"",1929,12,17,9,5,6,1,"Caucasian","Wealthy","Private",1.42683778592631
"",1928,10,16,4,46,1,0,"Hispanic","Wealthy","Private",0.380065789473684
"",1928,12,7,6,35,6,0,"Asian","Wealthy","Private",0.757142857142857
"",1928,4,3,6,17,1,0,"Hispanic","Wealthy","Private",0.757142857142857
"",1928,1,5,7,14,7,1,"Hispanic","Wealthy","Private",0.441666666666667
"",1927,2,25,3,30,7,1,"Asian","Wealthy","Private",0.728882833787466
"",1927,9,23,4,46,1,0,"Asian","Wealthy","Private",0.505790190735695
"",1927,7,5,4,33,2,1,"Hispanic","Wealthy","Private",0.505790190735695
"",1927,2,17,5,18,1,1,"Caucasian","Middle","Private",0.837874659400545
"",1927,3,18,5,24,6,0,"Asian","Wealthy","Private",0.837874659400545
"",1927,12,1,7,13,6,0,"Native American","Wealthy","Private",0.548851693265862
"",1926,3,29,1,39,7,1,"Hispanic","Wealthy","Private",0.800427565392354
"",1926,2,1,2,32,5,0,"Hispanic","Wealthy","Private",2.28501006036217
"",1926,7,9,3,8,7,1,"Native American","Poor","Private",0.497107645875252
"",1926,5,21,3,38,1,0,"Asian","Wealthy","Private",0.497107645875252
"",1926,3,12,3,30,7,1,"Hispanic","Wealthy","Private",0.497107645875252
"",1926,1,13,5,1,5,0,"Asian","Wealthy","Private",0.636597361949475
"",1926,5,20,6,42,4,1,"Hispanic","Wealthy","Private",1.91260060362173
"",1926,12,4,7,14,7,0,"Hispanic","Wealthy","Private",0.572937625754527
"",1926,8,21,8,25,1,1,"Hispanic","Wealthy","Private",1.81510491520552
"",1926,11,15,8,16,7,1,"Hispanic","Wealthy","Private",1.81510491520552
"",1926,12,13,9,2,7,0,"Asian","Wealthy","Private",0.707746478873239
"",1925,9,29,3,30,7,1,"Native American","Middle","Private",0.720496894409938
"",1925,12,29,3,38,2,0,"Asian","Wealthy","Private",0.720496894409938
"",1925,1,6,5,43,5,1,"Hispanic","Wealthy","Private",0.543478260869565
"",1925,4,6,6,35,6,0,"Asian","Wealthy","Private",0.9849157054126
